Name,Price,Category,Link,Image,Description
High-Protein Bar,£7.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/protein-cookie/10530674.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10637004-6104909074432234.jpg,"Nutritional information may vary depending on flavour. The ultimate high-protein treat, we’ve pulled out all the stops to create an irresistible cookie that delivers 38g of protein and comes in seven indulgent flavours — including Double Chocolate and Rocky Road. What is a Protein Cookie?  These high-protein cookies are a delicious snack to support your training routine, as protein helps to grow and maintain important muscle. They’re great to satisfy your cravings on the go — whether you enjoy them at work with a morning coffee, or straight after a training session."
Vegan Protein Crisps,£22.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/layered-protein-bar/12116519.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13661766-1865003441079537.jpg,"Our Layered Protein Bar is our most indulgent protein bar yet, created to be a guilt-free and delicious snack to support your fitness ambitions. Are you a layered bar enthusiast or completely new to our snacking game? We have four brand new flavours for you to try out including Vanilla Birthday Cake, Chocolate Peanut Pretzel, Cookie Crunch and Triple Chocolate Fudge. What is the Layered Protein Bar? Our Layered Protein Bar features six irresistible layers of taste and texture to provide a hit of protein, carbohydrates, and fibre all in a delicious and convenient bar. Packed with over 20g of protein, these mouth-watering treats are the ideal way to upgrade your healthy snacking."
Protein Flapjack,£9.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/layered-protein-bar/12116519.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/13661766-1865003441079537.jpg,"Our Layered Protein Bar is our most indulgent protein bar yet, created to be a guilt-free and delicious snack to support your fitness ambitions. Are you a layered bar enthusiast or completely new to our snacking game? We have four brand new flavours for you to try out including Vanilla Birthday Cake, Chocolate Peanut Pretzel, Cookie Crunch and Triple Chocolate Fudge. What is the Layered Protein Bar? Our Layered Protein Bar features six irresistible layers of taste and texture to provide a hit of protein, carbohydrates, and fibre all in a delicious and convenient bar. Packed with over 20g of protein, these mouth-watering treats are the ideal way to upgrade your healthy snacking."
Vegan Baked Cookie,£14.99,Bulking Protein Snacks,https://www.myprotein.com/sports-nutrition/high-protein-bar/11281405.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11281409-2144918710815814.jpg,"Nutritional information may vary depending on flavour. What is the High-Protein Bar? ​Our High-Protein Bar has been created to combine excellent nutritionals with delicious taste. With 30g of high-quality protein packed into every single serving, the High-Protein Bar is the perfect snack to help you grow and maintain muscle — supporting your fitness goals, whatever your ambition."
Protein Flapjack,£14.99,Protein Bars,https://www.myprotein.com/sports-nutrition/protein-flapjack/11147245.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11147246-1304918438843248.jpg,"Nutritional information may vary depending on flavour. Packed with protein, and crammed with carbs — our flapjacks support your workout goals while helping you recover session after session.1 What is a protein flapjack? Made with oats, protein, and a whole host of other delicious ingredients our Protein Flapjack is the perfect post-workout pick-me-up, or simple anytime treat without the cheat. And, they’re suitable for vegetarians too."
Protein Cookie,£2.99,Protein Bars,https://www.myprotein.com/sports-nutrition/protein-flapjack/11147245.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/11147246-1304918438843248.jpg,"Nutritional information may vary depending on flavour. Packed with protein, and crammed with carbs — our flapjacks support your workout goals while helping you recover session after session.1 What is a protein flapjack? Made with oats, protein, and a whole host of other delicious ingredients our Protein Flapjack is the perfect post-workout pick-me-up, or simple anytime treat without the cheat. And, they’re suitable for vegetarians too."
Vegan Baked Cookie,£6.99,Protein Bars,https://www.myprotein.com/sports-nutrition/protein-cookie/10530674.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10637004-6104909074432234.jpg,"Nutritional information may vary depending on flavour. The ultimate high-protein treat, we’ve pulled out all the stops to create an irresistible cookie that delivers 38g of protein and comes in seven indulgent flavours — including Double Chocolate and Rocky Road. What is a Protein Cookie?  These high-protein cookies are a delicious snack to support your training routine, as protein helps to grow and maintain important muscle. They’re great to satisfy your cravings on the go — whether you enjoy them at work with a morning coffee, or straight after a training session."
Choc Chew,£16.99,Protein Bars,https://www.myprotein.com/sports-nutrition/protein-cookie/10530674.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10637004-6104909074432234.jpg,"Nutritional information may vary depending on flavour. The ultimate high-protein treat, we’ve pulled out all the stops to create an irresistible cookie that delivers 38g of protein and comes in seven indulgent flavours — including Double Chocolate and Rocky Road. What is a Protein Cookie?  These high-protein cookies are a delicious snack to support your training routine, as protein helps to grow and maintain important muscle. They’re great to satisfy your cravings on the go — whether you enjoy them at work with a morning coffee, or straight after a training session."
Protein Flapjack (Sample),£14.99,Protein Bars,https://www.myprotein.com/sports-nutrition/vegan-baked-cookie/11775775.html,https://static.thcdn.com/images/small/webp//productimg/1600/1600/11775775-1714749683664792.jpg,"The perfect plant-based treat to support your workout goals,1 these cookies are baked with quality ingredients — including coconut oil, pea protein, and a sprinkling of dark chocolate chunks. Discover more from our Myvegan range here."
All-Natural Peanut Butter,£7.99,Vegetarian Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Vegan Protein Crisps,£7.99,Vegetarian Protein Snacks,https://www.myprotein.com/sports-nutrition/all-natural-peanut-butter/10530743.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/10530744-3624858591573104.jpg,"Created with a blend of roasted brown peanuts, our Crunchy Peanut Butter is all-natural and a great source of protein — ideal for supporting your training and curbing your cravings. Plus, it’s free from added salt, sugar, palm oil, and preservatives, while being packed with fibre and the essential nutrients vitamin E and magnesium, this super-nutritious snack is the sweet and simple way to keep your training on track."
Protein Flapjack,£22.99,Vegetarian Protein Snacks,https://www.myprotein.com/sports-nutrition/vegan-protein-crisps/12521558.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12521559-9264847725473186.jpg,"Delivering 11g of protein in just 100 calories, our Protein Crisps are the perfect choice that won’t derail your training. In convenient 25g packs, they're ideal for a protein boost, or simply when you’re feeling peckish."
Myvegan Sugar-Free Syrup,£9.99,Vegetarian Protein Snacks,https://www.myprotein.com/sports-nutrition/vegan-protein-crisps/12521558.html,https://static.thcdn.com/images/large/webp//productimg/1600/1600/12521559-9264847725473186.jpg,"Delivering 11g of protein in just 100 calories, our Protein Crisps are the perfect choice that won’t derail your training. In convenient 25g packs, they're ideal for a protein boost, or simply when you’re feeling peckish."
